"","zcta","total population","Death Count","non-Hisp White","non-Hisp Black","Hisp or Latino","Poverty","Edu1","male1","male2","male3","male4","male5","male6","male7","male8","female1","female2","female3","female4","female5","female6","female7","female8"
"1294",95338,11062,128.666666666667,9340,70,870,1469,915,256,545,819,722,1375,943,544,273,259,559,738,711,1492,884,576,366
"1295",95340,33931,370,15466,1391,13174,6326,3813,1306,2520,4306,2924,3023,1525,738,388,1207,2351,4061,2994,3318,1648,916,706
"1296",95341,32967,84,5502,1653,21145,11388,7867,1757,3264,4894,3225,2343,762,409,224,1786,3140,4223,3007,2301,786,494,352
"1297",95345,708,7,453,2,187,25,0,17,46,62,73,83,57,19,17,24,31,55,55,83,51,22,13
"1298",95346,1272,9.33333333333333,1109,5,101,57,34,36,66,112,93,173,115,44,27,14,47,108,77,172,96,65,27
"1299",95348,30805,139.666666666667,10119,2056,12924,6284,3397,1379,2513,4372,2689,2301,933,475,266,1290,2438,4378,2947,2509,1084,632,599
"1300",95350,51046,558.666666666666,29073,1742,15447,9729,6624,1842,3325,5651,4558,4722,2028,1332,977,1702,3139,5595,4587,5230,2628,1863,1867
"1301",95351,46458,273.666666666667,9619,1496,30941,15385,11021,2257,4361,5967,4568,3865,1416,676,331,2132,4126,5684,4470,3842,1494,788,481
"1302",95354,25394,195.666666666667,12415,958,9915,5811,4234,1051,1832,3113,2548,2576,952,446,261,1018,1759,2867,2413,2514,1064,569,411
"1303",95355,58311,434,34033,2087,15129,7811,4881,1962,4235,6064,5512,5595,2548,1241,759,1982,4119,6083,5908,6254,2981,1661,1407
"1304",95356,30918,229.666666666667,17060,1111,7938,3774,2370,1021,2250,3181,2907,3202,1475,641,383,975,2129,3212,2999,3505,1595,806,637
"1305",95357,11559,78.6666666666667,5837,284,4381,1237,1423,381,940,1317,1030,1253,512,240,105,328,878,1167,1130,1295,546,288,149
"1306",95358,31668,181,10855,721,18143,6524,6713,1351,2764,4226,3264,2997,1025,513,240,1332,2555,3640,2949,2821,1063,583,345
"1307",95360,11712,59,3914,224,7154,2564,1780,467,1070,1343,1170,1103,371,191,119,516,1037,1273,1195,1066,401,230,160
"1308",95361,31610,238.666666666667,22463,195,7417,4050,2788,1069,2353,3109,2843,3311,1581,864,417,1060,2245,2944,2950,3486,1721,999,658
"1309",95363,25237,110,7051,1301,14717,3585,4444,1125,2408,3027,2677,2330,756,323,178,1009,2272,2799,2629,2223,822,417,242
"1310",95364,53,0,52,0,0,0,0,1,6,2,3,8,5,2,0,2,6,2,4,4,6,2,0
"1311",95365,4985,22.3333333333333,172,13,4735,1277,1574,246,467,707,486,409,132,72,46,233,456,620,450,353,137,98,73
"1312",95366,16575,117.333333333333,11517,217,3717,1459,1189,518,1406,1626,1481,1869,677,332,236,515,1328,1496,1662,1799,759,414,457
"1313",95367,23173,126,9333,409,11926,3486,3557,1010,2027,2679,2499,2017,734,405,189,962,1900,2570,2476,2107,832,464,302
"1314",95368,13614,54.6666666666667,5693,406,6402,990,1728,516,1338,1593,1517,1359,363,162,51,513,1219,1432,1577,1283,405,209,77
"1315",95369,1099,12.3333333333333,612,3,442,234,231,45,81,109,97,127,66,31,15,33,104,93,92,114,52,22,18
"1316",95370,26803,317,23117,91,2260,3836,1896,631,1425,2352,1924,3024,1887,1163,678,619,1415,2135,1933,3345,1987,1215,1070
"1317",95372,1963,16.6666666666667,1707,1,174,98,65,54,143,197,156,227,124,51,44,62,97,183,145,241,110,64,65
"1318",95374,2030,11.6666666666667,1146,30,801,598,351,88,183,238,199,193,110,46,17,85,155,216,193,170,82,35,20
"1319",95375,106,0.999999999999999,98,0,7,0,0,4,3,4,5,17,13,9,3,1,3,1,5,16,8,10,4
"1320",95376,49859,287.333333333333,18735,3159,21298,5898,5534,1964,4298,5752,5183,4940,1565,679,373,1908,4066,5298,5438,5037,1666,929,763
"1321",95377,30902,75.3333333333334,10423,2243,8905,1150,2282,1314,3283,2863,3716,2963,781,309,111,1222,3040,2862,4112,2896,836,411,183
"1322",95379,3898,34.3333333333333,3113,17,408,497,180,113,252,359,303,465,255,111,55,88,242,340,327,523,245,142,78
"1323",95380,41201,299.333333333333,18245,491,19796,7507,6920,1884,3418,4943,4010,3607,1450,809,471,1721,3134,4779,3786,3797,1612,1002,778
"1324",95382,36176,248,22642,558,8844,3922,3206,1195,2638,4201,3426,3256,1344,836,532,1083,2557,4383,3678,3492,1503,1071,981
"1325",95383,3937,34.3333333333333,3432,8,296,169,239,83,201,336,262,488,367,221,94,78,166,233,254,500,339,209,106
"1326",95385,429,4,244,2,167,7,122,17,23,49,36,80,24,5,6,5,19,39,33,57,19,11,6
"1327",95386,9877,61.3333333333333,5425,73,3947,1705,1828,420,913,1182,976,934,344,183,74,392,817,1090,953,965,341,198,95
"1328",95387,636,5.33333333333333,103,3,495,152,231,28,79,58,67,64,21,6,8,33,53,74,60,47,20,6,12
"1329",95388,13074,63.3333333333333,3306,166,8602,3740,4025,684,1258,1680,1218,1019,423,222,101,642,1244,1556,1228,1047,387,247,118
"1330",95389,1272,3,986,29,141,66,65,16,31,168,201,256,69,7,2,21,34,152,140,134,27,11,3
"1331",95391,9959,11.3333333333333,2884,875,1757,397,293,613,978,756,1557,727,226,63,33,538,960,808,1598,695,252,101,54
"1332",95401,36981,259,19818,722,13273,5501,4664,1366,2422,4603,3976,3545,1462,606,414,1282,2367,4126,3658,3848,1697,879,730
"1333",95403,45164,365.333333333333,26749,1099,12722,5581,4527,1560,2940,5275,4651,4696,1850,826,685,1503,2800,4562,4326,5004,2077,1101,1308
"1334",95404,39761,292,27245,689,8596,4166,2452,1139,2314,3975,3711,4270,2262,974,619,1170,2274,3785,3729,4794,2520,1107,1118
"1335",95405,21399,216,16633,278,2811,1840,1200,601,1253,1899,1926,2206,1221,553,408,561,1193,1793,2000,2770,1503,726,786
"1336",95407,39352,173,13962,1001,20323,5968,6956,1795,3183,5178,4676,3651,1120,424,220,1630,3063,4558,4234,3502,1215,527,376
"1337",95409,27187,380.666666666667,21396,386,3231,2791,1536,655,1504,2065,1940,2552,1685,1092,1131,582,1437,1886,2008,2999,2089,1553,2009
"1338",95410,950,10.3333333333333,836,1,48,187,9,20,30,59,80,109,103,41,17,12,40,52,63,148,112,41,23
"1339",95412,401,0.999999999999999,213,0,107,4,28,9,19,42,38,48,31,14,7,15,20,28,36,40,33,17,4
"1340",95415,1592,8.66666666666666,718,8,818,323,366,56,116,187,172,147,103,46,27,55,103,142,147,144,86,32,29
"1341",95417,297,1.66666666666667,243,0,34,28,15,6,12,31,26,35,28,15,1,9,15,19,18,46,25,6,5
"1342",95420,374,3,339,1,13,67,2,7,7,22,27,45,36,26,6,2,18,18,34,53,46,19,8
"1343",95421,1592,12.3333333333333,1329,3,149,197,92,32,60,98,144,251,184,42,30,33,54,90,122,224,157,46,25
"1344",95422,15585,215,10543,594,3279,4968,1978,571,1046,1559,1296,1725,880,456,261,514,906,1519,1252,1780,905,532,383
"1345",95423,3747,55.6666666666666,3096,71,334,668,259,69,153,251,220,484,375,227,114,64,140,195,226,479,373,233,144
"1346",95425,10841,89.6666666666667,7088,40,3236,729,1346,353,672,1039,986,1216,628,355,207,298,647,901,940,1241,661,422,275
"1347",95426,2147,13.3333333333333,1880,15,136,524,69,37,113,152,166,356,194,59,22,49,100,134,158,351,152,79,25
"1348",95427,459,3.33333333333333,423,1,20,73,32,16,24,33,39,68,44,16,6,11,12,26,31,75,36,15,7
"1349",95428,2516,20.3333333333333,1055,29,305,927,307,106,174,254,241,248,156,71,27,86,174,235,221,227,154,78,64
"1350",95429,70,1.33333333333333,53,1,2,0,0,0,3,5,5,12,10,3,1,1,1,4,1,12,10,2,0
"1351",95430,44,1.33333333333333,36,0,8,0,0,0,1,3,0,10,3,1,0,0,2,2,1,9,9,0,3
"1352",95431,631,21,536,38,29,265,115,0,0,11,79,199,58,16,4,0,0,13,41,152,32,12,14
"1353",95432,426,3,354,2,42,27,0,15,20,26,24,65,45,16,8,10,16,31,32,58,39,11,10
"1354",95435,82,3.66666666666667,35,0,46,0,0,4,9,4,9,4,3,2,2,3,8,11,8,10,4,0,1
"1355",95436,5418,45,4477,40,631,464,484,95,247,481,471,816,472,122,65,117,226,428,403,842,412,119,102
"1356",95437,14799,165.333333333333,10758,106,3118,2264,1590,418,794,1326,1386,1709,1028,447,288,437,817,1124,1208,1770,1105,494,448
"1357",95439,675,4,453,3,189,306,156,20,33,78,50,89,34,19,16,20,37,62,56,79,46,24,12
"1358",95441,2014,12.6666666666667,1184,7,767,234,684,57,104,217,228,272,147,37,38,64,119,138,145,244,117,54,33
"1359",95442,3178,24.6666666666667,2511,18,473,238,329,65,146,235,267,443,272,114,41,60,148,209,229,518,273,109,49
"1360",95443,233,5.33333333333333,189,11,18,76,0,1,6,12,13,44,24,17,6,1,6,10,12,38,22,13,8
"1361",95444,748,5,493,1,208,89,65,14,50,76,63,96,39,14,3,18,39,68,61,118,60,16,13
"1362",95445,2093,16,1596,7,402,60,163,42,83,152,171,255,219,82,45,47,97,137,142,268,227,76,50
"1363",95446,4750,35.3333333333333,3903,29,535,710,404,95,202,377,440,837,445,145,47,70,154,329,343,685,399,114,68
"1364",95448,16852,142.666666666667,11262,87,4900,1719,1578,429,983,1677,1504,1881,1182,500,306,420,913,1374,1431,2072,1172,505,503
"1365",95449,1507,10,835,6,465,435,251,46,102,167,166,200,83,37,20,43,95,120,133,175,63,26,31
"1366",95450,387,1.66666666666667,339,3,30,2,2,5,16,22,25,62,50,25,4,10,16,14,18,56,43,13,8
"1367",95451,11213,109,8109,106,2456,2187,949,331,689,992,889,1277,793,429,202,307,668,878,913,1368,798,406,273
"1368",95452,1393,20.6666666666667,1238,5,98,26,0,16,68,88,86,184,145,61,43,25,51,61,81,214,154,46,70
"1369",95453,11256,148.333333333333,8265,111,1966,1628,999,314,675,1060,915,1224,740,453,256,296,579,893,839,1356,793,466,397
"1370",95454,2556,25.3333333333333,1919,21,248,437,270,64,165,208,238,374,216,73,24,53,130,195,205,350,167,57,37
"1371",95456,795,11,759,0,17,132,5,11,14,26,55,89,83,43,35,13,19,31,49,99,110,54,64
"1372",95457,2893,37.6666666666667,2293,62,382,528,407,54,145,233,262,380,256,116,60,62,128,184,187,409,218,106,93
"1373",95458,3104,52.3333333333333,2439,53,367,971,160,98,146,247,217,394,244,138,73,78,142,248,224,381,237,143,94
"1374",95459,504,5,334,2,115,41,74,16,25,38,52,54,45,22,7,15,27,38,30,59,48,17,11
"1375",95460,2285,26,2068,7,100,120,38,41,72,138,153,261,261,123,49,29,80,117,153,300,299,129,80
"1376",95461,3413,20.6666666666667,2602,21,577,396,200,88,202,278,280,500,286,99,41,81,205,249,284,468,216,76,60
"1377",95462,1417,11.6666666666667,1222,9,96,204,36,20,35,73,151,262,144,49,19,27,42,72,107,234,117,38,27
"1378",95463,169,1.33333333333333,144,0,12,0,0,2,6,9,20,21,20,8,2,4,3,11,14,18,23,5,3
"1379",95464,2673,34.6666666666667,1846,58,398,383,317,72,139,258,198,332,171,99,57,81,136,226,197,356,179,105,67
"1380",95465,2083,7.66666666666667,1828,9,139,242,9,36,80,147,205,290,226,60,20,32,75,131,182,312,201,50,36
"1381",95466,946,5.99999999999999,548,3,375,287,111,36,69,89,82,116,69,26,10,28,57,66,86,99,68,26,19
"1382",95467,5498,32,4453,61,713,816,287,153,378,442,545,615,337,181,58,148,406,416,570,668,362,160,59
"1383",95468,1258,8.66666666666666,864,1,258,320,119,24,92,112,113,139,100,43,18,29,74,77,99,172,98,45,23
"1384",95469,1767,14.3333333333333,1338,5,359,136,50,68,94,159,142,223,143,57,32,58,80,132,137,226,132,46,38
"1385",95470,6032,41.6666666666667,4458,25,1068,1208,683,171,377,606,536,745,394,148,86,158,385,523,500,761,384,159,99
"1386",95471,522,5.33333333333334,426,4,57,41,44,11,19,49,49,92,43,13,3,7,15,32,56,85,41,4,3
"1387",95472,28255,221.333333333333,23826,209,2887,2073,1804,531,1464,2232,2097,3664,2307,869,462,535,1399,1970,2292,4250,2469,889,825
"1388",95476,35394,370.333333333333,23770,125,9980,4164,3707,961,2132,2968,3056,3720,2186,1178,826,948,2074,2606,2988,4204,2732,1386,1429
"1389",95482,31808,295.666666666667,19255,250,9577,5762,4211,1155,2169,3465,2986,3065,1636,687,504,1066,2193,3141,2877,3309,1742,861,952
"1390",95485,2557,25.6666666666667,1947,22,401,398,226,77,165,195,221,327,163,73,48,69,148,222,221,318,177,71,62
"1391",95486,62,1.33333333333333,54,0,3,0,0,0,0,2,4,7,8,2,2,0,0,3,5,18,6,4,1
"1392",95488,280,2.33333333333333,246,1,4,25,9,10,14,9,23,48,34,11,0,3,13,21,23,33,25,9,4
"1393",95490,13264,128.333333333333,10226,63,2000,2145,1558,436,868,1231,1216,1463,854,367,185,371,757,1168,1149,1595,847,431,326
"1394",95492,28532,164,17406,201,9017,1325,2905,1002,2309,2784,2791,3241,1125,498,334,908,2198,2589,2979,3276,1217,711,570
"1395",95493,198,1.66666666666666,189,0,7,0,10,1,17,9,9,28,23,14,6,6,3,11,14,27,14,10,6
"1396",95494,139,3.33333333333333,97,2,38,7,42,1,7,10,11,24,13,4,1,4,6,12,8,21,13,3,1
"1397",95497,1305,10.3333333333333,1145,15,117,66,11,14,30,25,34,129,208,131,53,17,25,24,46,148,243,120,58
"1398",95501,23976,275.666666666667,17829,448,2784,4622,2038,733,1214,3193,2731,2613,1120,447,284,720,1173,2868,2169,2394,1173,604,540
"1399",95503,24152,230,19134,243,2154,4274,1721,698,1399,2394,2212,2614,1425,716,418,684,1364,2125,2037,2873,1529,868,796
"1400",95511,360,2.33333333333333,295,1,22,221,0,5,18,45,39,58,22,4,4,8,14,29,31,51,23,8,1
"1401",95514,254,1.33333333333333,207,0,23,32,16,8,14,25,21,35,30,6,3,3,21,13,25,27,18,3,2
"1402",95519,17432,147,14440,103,1185,2180,1085,584,1033,1811,1752,1872,895,394,234,529,1051,1782,1667,2055,916,455,402
"1403",95521,20199,118,15684,358,2199,5147,1139,394,709,4370,1761,1578,769,323,201,354,686,4570,1434,1581,767,382,320
"1404",95524,1787,14,1535,8,87,104,6,47,90,142,146,227,152,53,31,41,97,124,138,262,130,60,47
"1405",95525,1733,12,1447,6,96,201,72,45,88,160,186,211,119,39,21,48,93,135,164,243,114,39,28
"1406",95526,378,8.33333333333333,311,1,22,228,30,6,15,49,33,57,37,14,2,6,14,28,24,57,26,9,1
"1407",95527,627,4,539,1,32,106,40,20,28,36,55,99,66,33,8,6,25,26,36,94,62,19,14
"1408",95528,1139,10.3333333333333,951,2,105,150,109,26,63,116,91,158,76,38,16,28,76,82,88,155,77,37,12
"1409",95531,24528,205,15992,944,4369,4643,3659,734,1454,3090,3461,2920,1217,591,326,735,1351,2019,1726,2484,1185,738,497
"1410",95536,2849,25.6666666666667,2413,2,276,302,179,76,186,229,235,325,189,109,48,66,148,231,228,358,210,123,88
"1411",95537,276,4,200,6,18,16,0,15,8,45,31,27,23,6,3,5,9,29,27,24,17,3,4
"1412",95540,13657,152,10414,69,2155,2265,890,469,946,1445,1084,1346,679,396,275,463,859,1370,1082,1455,793,511,484
"1413",95542,2533,19.6666666666667,2188,17,162,246,90,67,137,248,279,355,211,53,29,59,96,194,213,323,166,63,40
"1414",95543,765,6,643,7,64,100,6,14,37,68,49,112,80,37,9,9,29,39,48,124,78,19,13
"1415",95545,153,2,136,1,4,0,9,9,9,7,15,24,18,2,1,3,9,6,17,17,13,3,0
"1416",95546,3494,42.3333333333333,424,4,248,973,289,175,358,405,305,296,99,65,26,174,320,382,312,332,136,76,33
"1417",95547,1222,7.66666666666667,1069,1,69,68,71,28,77,104,91,170,91,34,24,27,86,86,98,177,73,31,25
"1418",95548,1373,23,714,12,156,375,283,48,76,137,168,169,80,44,27,38,85,94,92,161,72,59,23
"1419",95549,805,4.66666666666666,709,6,30,49,23,15,44,63,78,121,75,26,4,18,48,57,59,113,57,24,3
"1420",95550,128,0.333333333333333,100,0,3,21,5,4,10,10,12,17,7,4,0,5,8,17,10,17,4,2,1
"1421",95551,1739,12.6666666666667,1302,6,210,375,84,77,107,152,173,205,94,30,22,54,112,170,163,205,119,36,20
"1422",95552,697,3.33333333333333,604,1,29,195,38,15,30,48,53,109,69,32,10,15,27,39,52,109,46,34,9
"1423",95553,1062,6.66666666666667,891,2,104,112,0,30,52,89,110,132,98,29,11,31,49,74,76,150,84,21,26
"1424",95554,533,5.66666666666666,444,0,27,147,48,7,26,51,42,86,39,17,9,12,20,42,43,83,33,13,10
"1425",95555,410,6.66666666666667,324,0,20,53,22,6,16,36,42,62,26,19,12,11,18,22,39,55,23,13,10
"1426",95556,605,6,326,0,49,179,52,17,41,50,60,80,39,24,11,24,33,55,45,62,33,20,11
"1427",95558,425,3.33333333333333,384,3,11,69,30,12,17,33,51,50,53,14,4,12,20,21,34,46,41,11,6
"1428",95559,182,3.66666666666667,156,0,4,70,30,3,6,17,19,21,19,4,1,4,4,19,12,35,13,2,3
"1429",95560,1648,17,1347,36,141,79,60,47,80,181,196,215,104,27,18,44,90,137,142,200,101,35,31
"1430",95562,3450,36.3333333333333,2764,11,384,422,250,125,241,361,286,374,167,92,51,102,202,341,311,429,175,118,75
"1431",95563,652,6.33333333333333,503,0,51,65,23,14,29,65,38,105,57,24,8,16,29,47,33,102,43,27,15
"1432",95564,462,2,342,2,65,76,41,11,20,96,49,51,18,5,2,17,27,51,50,37,19,6,3
"1433",95565,1071,4,810,5,170,65,64,45,104,128,110,114,43,8,7,61,94,122,109,92,19,13,2
"1434",95567,1930,25.6666666666667,1150,4,504,195,318,54,131,153,141,224,140,71,37,71,121,146,146,224,134,88,49
"1435",95568,136,1.33333333333333,70,1,11,34,12,2,8,9,13,17,13,5,1,1,11,10,11,20,11,3,1
"1436",95569,361,4.33333333333333,272,23,41,61,51,4,10,40,76,48,15,19,1,6,26,12,27,39,15,18,5
"1437",95570,2579,24.3333333333333,2182,11,126,453,169,77,126,198,257,287,242,87,44,38,133,160,213,340,249,90,38
"1438",95571,271,2.33333333333333,230,0,19,16,0,7,15,23,27,43,14,6,3,6,12,26,20,43,14,6,6
"1439",95573,1744,18.3333333333333,1353,6,108,266,14,56,68,107,139,238,161,68,41,46,86,117,145,242,117,63,50
"1440",95585,508,2.33333333333333,410,1,45,195,33,8,33,73,51,53,36,10,3,10,26,47,36,71,30,8,13
"1441",95587,201,0.333333333333333,168,1,12,0,0,3,8,17,19,22,31,6,3,4,9,9,19,24,19,7,1
"1442",95589,1612,9,1401,12,96,300,59,50,77,134,193,205,153,45,16,53,49,100,150,215,122,32,18
"1443",95595,262,2,210,0,13,25,0,11,12,20,23,44,12,12,0,9,14,16,23,34,21,9,2
"1444",95601,198,4.33333333333333,177,0,16,3,3,5,4,19,17,28,11,10,4,5,6,15,13,28,19,12,2
"1445",95602,17509,194.666666666667,14620,99,2047,1573,1025,402,1054,1448,1143,1995,1280,722,458,425,983,1275,1207,2271,1331,758,757
"1446",95603,27844,335,23345,208,2720,2372,1656,639,1503,2576,2240,3301,1721,896,606,642,1468,2249,2180,3629,1891,1150,1153
"1447",95604,75,0.333333333333333,68,0,3,0,0,0,3,12,7,9,6,3,4,0,2,0,9,9,8,2,1
"1448",95605,14179,93.9999999999999,5871,558,5995,3923,2173,583,1001,1792,1479,1268,503,311,178,578,1001,1597,1299,1328,584,434,243
"1449",95606,196,3.33333333333333,128,2,33,8,8,4,17,23,16,27,8,6,2,2,10,23,16,24,10,4,4
"1450",95607,431,3.66666666666667,325,5,73,17,22,6,27,24,39,71,30,21,5,8,24,25,26,65,34,11,15
"1451",95608,59418,721,44331,2812,6729,6979,3986,1621,3320,5497,4671,6547,3007,1773,1581,1561,3308,5353,5082,7385,3528,2383,2801
"1452",95610,44147,365,31792,1306,7678,5611,3099,1583,2775,5228,4373,4309,1832,958,526,1463,2610,5215,4294,4610,2129,1234,1008
"1453",95612,1239,12,714,2,443,120,154,32,94,111,102,150,71,46,25,30,81,85,98,155,70,52,37
"1454",95614,3833,24,3421,9,222,223,45,90,214,240,279,522,314,146,51,82,236,262,311,587,284,157,58
"1455",95615,834,5.33333333333333,343,1,453,32,129,30,62,93,77,93,51,14,22,29,51,76,77,77,35,18,29
"1456",95616,47032,193.333333333333,27207,974,5649,12639,859,727,1546,11477,3001,2628,1392,685,478,682,1534,13587,2899,3147,1565,861,823
"1457",95618,27281,81.3333333333334,15798,596,3624,5111,507,667,1897,4554,2199,2439,886,430,202,648,1730,4649,2482,2651,1017,472,358
"1458",95619,4842,47,3851,22,706,481,262,142,295,441,392,497,244,154,111,151,269,446,398,594,303,226,179
"1459",95620,20553,95.6666666666667,10017,514,8537,1698,2220,751,1721,2330,2059,2073,757,369,173,724,1587,2206,2151,2162,793,443,254
"1460",95621,39819,359.333333333333,29034,1241,6161,4633,3004,1287,2548,4159,3999,3845,1647,1027,613,1278,2454,4112,3816,4271,2174,1461,1128
"1461",95623,3806,42.6666666666667,3251,11,352,332,185,85,219,300,259,530,296,135,66,86,194,274,269,547,295,154,97
"1462",95624,61989,323,27670,5087,10577,3887,4323,2048,5405,6474,5910,6495,2326,1126,534,1947,5059,6153,6764,6923,2574,1310,941
"1463",95625,155,1,114,0,28,20,0,4,10,17,20,22,6,6,1,7,3,11,15,22,6,3,2
"1464",95626,5975,42.3333333333333,4411,125,938,531,690,185,441,630,507,750,294,134,53,160,386,593,500,793,288,162,99
"1465",95627,3513,21.3333333333333,1547,44,1691,475,693,112,270,421,336,343,148,93,35,113,291,369,347,349,150,85,51
"1466",95628,40196,356.666666666666,32105,825,3977,2347,1655,987,2353,3617,3344,4651,2456,1398,766,899,2222,3437,3406,5077,2802,1612,1169
"1467",95629,832,9,732,0,75,275,206,15,30,52,53,110,79,49,22,14,47,48,39,139,81,40,14
"1468",95630,72180,351,47990,4080,8061,2397,4588,2242,5223,7586,10410,8571,2542,1239,653,2189,5023,5538,7723,7553,2797,1575,1316
"1469",95631,6076,45,5370,24,389,814,266,126,359,452,436,900,444,229,94,148,302,447,452,906,445,215,121
"1470",95632,29269,185,15036,467,11741,4535,3615,1028,2594,3089,2906,2929,1121,581,302,1026,2447,2971,2895,2942,1229,741,468
"1471",95633,3349,32,2941,7,239,220,132,65,196,278,219,495,277,130,45,60,151,249,254,485,274,116,55
"1472",95634,3232,23,2799,50,214,328,172,68,152,293,285,449,242,137,65,78,158,219,223,417,244,123,79
"1473",95635,1262,9,1062,18,113,150,9,25,71,143,102,177,100,34,18,35,67,82,92,181,87,28,20
"1474",95636,1101,9.33333333333332,919,5,101,52,0,32,79,79,83,159,87,40,14,21,64,72,93,153,70,41,14
"1475",95637,370,2,249,36,74,0,58,4,12,32,20,52,37,24,4,3,16,30,22,55,33,19,7
"1476",95638,2255,16,1623,21,489,355,151,55,179,223,179,299,151,54,24,52,147,199,176,304,133,53,27
"1477",95639,283,5.66666666666666,100,0,141,25,42,4,16,31,23,38,17,7,5,8,18,17,29,34,20,9,7
"1478",95640,11353,79,7358,814,2453,916,1665,199,488,1519,2236,2207,681,282,128,184,488,570,639,819,504,272,137
"1479",95641,1986,25.6666666666667,1235,21,592,109,314,45,90,163,128,279,194,117,39,39,101,125,140,224,167,89,46
"1480",95642,7164,121,6032,28,721,885,606,144,359,564,538,698,530,293,204,186,363,531,523,887,582,338,424
"1481",95645,2037,7.66666666666667,709,6,1233,461,471,97,157,220,215,233,88,50,22,84,138,183,195,200,85,44,26
"1482",95646,158,0.333333333333333,148,0,6,66,0,0,5,29,15,25,8,9,4,0,10,12,11,19,5,5,1
"1483",95648,47354,334.333333333333,34251,581,8069,3187,2391,1768,3149,3493,4567,3465,3033,2451,978,1734,3054,3445,4496,3798,4026,2689,1208
"1484",95650,12447,100,10586,52,956,434,341,266,917,1092,913,1697,733,406,191,279,801,964,1015,1688,783,430,272
"1485",95651,637,5,571,2,35,33,0,17,29,49,65,96,57,16,7,13,30,46,58,88,39,15,12
"1486",95652,739,3,429,92,110,335,85,40,76,131,35,47,7,3,2,32,69,168,74,35,9,7,4
"1487",95653,527,5,117,1,394,39,116,21,56,77,39,58,12,7,10,24,37,62,41,48,16,9,10
"1488",95655,4314,9.66666666666666,2077,429,659,785,147,226,393,413,596,395,107,37,16,185,385,387,634,359,122,38,21
"1489",95658,6285,55.6666666666667,5374,28,533,519,301,123,390,491,384,887,481,255,131,143,357,433,419,909,468,265,149
"1490",95659,702,6.33333333333333,524,6,119,81,106,17,45,57,66,94,51,28,14,14,33,55,42,89,49,30,18
"1491",95660,30714,253,15972,3240,8066,6667,3049,1289,2488,3629,2862,2875,993,647,366,1238,2284,3566,2825,2956,1154,967,575
"1492",95661,29791,288.333333333333,22299,487,3918,2606,1458,860,1918,2905,2646,3132,1435,718,478,811,1987,2814,2936,3470,1643,935,1103
"1493",95662,31558,256.666666666667,25753,408,3149,1944,1646,856,2110,3144,2929,3784,1583,733,446,805,1942,2926,2877,3949,1689,963,822
"1494",95663,2377,17.6666666666667,2026,13,188,172,89,48,148,184,162,325,172,81,50,45,156,165,191,365,154,75,56
"1495",95664,1380,9,1225,9,91,137,52,27,84,108,88,217,119,47,25,27,88,90,89,226,95,30,20
"1496",95665,4426,48,3791,44,385,321,217,84,226,383,278,552,376,234,109,78,207,276,274,588,394,225,142
"1497",95666,5336,68,4727,10,336,310,429,100,239,280,328,710,544,312,182,75,231,288,307,727,552,303,158
"1498",95667,36726,376.333333333334,30603,156,4082,3579,2007,860,2046,3077,2602,4614,2576,1380,754,852,2011,2759,2705,5002,2678,1432,1378
"1499",95668,815,6.33333333333333,630,3,114,25,119,25,67,71,79,101,48,37,12,17,48,72,60,98,40,27,13
"1500",95669,2443,19,1968,17,321,191,134,52,134,175,182,290,189,101,61,72,151,173,166,337,180,105,75
"1501",95670,52973,381.666666666667,29881,4439,9931,8128,4150,1948,3664,5683,5060,5201,2165,1318,655,1881,3407,5749,5221,5763,2482,1706,1070
"1502",95672,4773,31.6666666666667,4050,38,369,174,149,126,367,400,345,664,312,149,50,107,325,335,359,703,329,131,71
"1503",95673,15455,120,10584,340,3086,1295,1851,541,1185,1733,1460,1728,668,308,158,498,1114,1564,1418,1746,702,416,216
"1504",95674,935,7.66666666666666,628,5,215,82,85,26,67,94,79,120,43,32,18,29,52,82,74,122,46,28,23
"1505",95675,381,4,315,0,31,164,98,8,15,35,21,62,21,10,2,14,29,33,30,63,24,9,5
"1506",95677,23333,178.333333333333,18257,295,2786,1631,1071,741,1548,2465,2080,2593,1094,531,312,664,1508,2318,2194,2735,1273,720,557
"1507",95678,41192,239.666666666667,27904,695,7925,3883,2222,1565,3008,4559,4660,3815,1308,690,458,1451,2954,4583,4712,4082,1627,882,838
"1508",95679,55,1.66666666666667,48,0,6,0,0,0,3,7,2,9,2,3,2,1,2,6,5,8,3,2,0
"1509",95680,146,0.666666666666666,61,0,81,0,23,9,16,14,17,11,4,3,3,5,15,10,15,10,6,2,6
"1510",95681,1226,11,894,8,252,73,99,37,84,131,108,152,62,31,12,30,88,112,102,164,59,34,20
"1511",95682,29114,206.666666666667,24328,168,2890,1993,1393,805,2063,2540,2264,3577,1610,891,499,827,1942,2384,2466,3961,1724,925,636
"1512",95683,6180,39,5052,168,575,241,178,147,374,402,462,687,522,325,128,140,365,282,537,758,572,328,151
"1513",95684,3422,22.3333333333333,2949,15,268,153,83,64,173,240,232,536,324,130,44,45,161,208,194,597,301,118,55
"1514",95685,4680,52,4030,19,387,275,231,82,219,327,306,531,402,224,145,97,225,331,310,591,426,255,209
"1515",95686,1405,10.3333333333333,427,47,840,239,257,52,144,138,103,149,64,29,20,64,122,135,127,142,50,42,24
"1516",95687,65096,446,34597,7962,13995,3960,6332,1873,4048,7954,8124,8766,2839,1217,712,1737,3905,6309,5692,6522,2554,1595,1249
