"","GEOID","AllDeathPerYear","AgeGender_PopDet","male1","male2","male3","male4","male5","male6","male7","male8","female1","female2","female3","female4","female5","female6","female7","female8","male1Share","male2Share","male3Share","male4Share","male5Share","male6Share","male7Share","male8Share","female1Share","female2Share","female3Share","female4Share","female5Share","female6Share","female7Share","female8Share","Both1Share","Both2Share","Both3Share","Both4Share","Both5Share","Both6Share","Both7Share","Both8Share","maleShareUnder30","maleShare30To60","maleShareOver50","maleShareOver60","maleShareOver70","maleShareOver80","femaleShareUnder30","femaleShare30To60","femaleShareOver50","femaleShareOver60","femaleShareOver70","femaleShareOver80","BothShareUnder30","BothShare30To60","BothShareOver50","BothShareOver60","BothShareOver70","BothShareOver80","RaceEth_PopDet","White","Black","Hispanic","WhiteShare","BlackShare","HispanicShare","Edu_PopDet","Edu1","Edu2","Edu3","Edu4","Edu1to2","Edu1to3","Edu1Share","Edu2Share","Edu3Share","Edu4Share","Edu1to2Share","Edu1to3Share","Pov_PopDet","Poverty","Poverty2","PovertyShare","Poverty2Share","Inc_HHDet","Income_Less20K","Income_Less30K","Income_Less40K","Income_Less50K","Income_Less60K","Income_Less75K","Income_Less100K","Income_Less20KShare","Income_Less30KShare","Income_Less40KShare","Income_Less50KShare","Income_Less60KShare","Income_Less75KShare","Income_Less100KShare","Emp_PopDet","UnemployedShare","AnnualDeathPerCap"
"1642","95987",34.3333333333333,5992,329,508,784,610,511,226,109,53,260,493,641,593,466,208,86,115,0.0549065420560748,0.0847797062750334,0.130841121495327,0.101802403204272,0.0852803738317757,0.037716955941255,0.0181909212283044,0.00884512683578104,0.0433911882510013,0.0822763684913218,0.106975967957276,0.0989652870493992,0.0777703604806409,0.0347129506008011,0.0143524699599466,0.0191922563417891,0.0982977303070761,0.167056074766355,0.237817089452603,0.200767690253672,0.163050734312417,0.0724299065420561,0.032543391188251,0.0280373831775701,0.270527369826435,0.187082777036048,0.1206608811749,0.0647530040053405,0.0270360480640854,0.00884512683578104,0.232643524699599,0.17673564753004,0.119993324432577,0.0682576769025367,0.0335447263017356,0.0191922563417891,0.503170894526035,0.363818424566088,0.240654205607477,0.133010680907877,0.0605807743658211,0.0280373831775701,5992,1568,56,4137,0.261682242990654,0.00934579439252336,0.690420560747664,3365,1376,787,898,304,2163,3061,0.408915304606241,0.233878157503715,0.266864784546805,0.0903417533432392,0.642793462109955,0.909658246656761,5852,757,2387,0.129357484620643,0.407894736842105,1678,304,493,686,851,1062,1243,1468,0.181168057210965,0.293802145411204,0.408820023837902,0.50715137067938,0.632896305125149,0.740762812872467,0.874851013110846,4234,0.0963627775153519,0.00572986203827325
"1643","95988",82.6666666666667,8857,368,672,933,776,901,437,226,130,334,647,885,738,911,416,290,193,0.0415490572428588,0.0758721914869595,0.10534040871627,0.0876143163599413,0.101727447216891,0.0493395054758948,0.0255165405893643,0.0146776560912273,0.0377102856497685,0.0730495653155696,0.0999209664672011,0.0833239245794287,0.102856497685447,0.0469684994919273,0.0327424635881224,0.0217906740431297,0.0792593428926273,0.148921756802529,0.205261375183471,0.17093824093937,0.204583944902337,0.0963080049678221,0.0582590041774867,0.036468330134357,0.222761657446088,0.189341763576832,0.159309021113244,0.0895337021564864,0.0401941966805916,0.0146776560912273,0.210680817432539,0.186180422264875,0.168793045049114,0.101501637123179,0.0545331376312521,0.0217906740431297,0.433442474878627,0.375522185841707,0.328102066162357,0.191035339279666,0.0947273343118437,0.036468330134357,8857,5563,72,2546,0.628090775657672,0.0081291633736028,0.287456249294343,5738,1189,1458,1989,1102,2647,4636,0.207215057511328,0.254095503659812,0.34663645869641,0.19205298013245,0.46131056117114,0.80794701986755,8405,1781,3191,0.211897679952409,0.37965496728138,3241,676,1204,1452,1820,1950,2364,2674,0.208577599506325,0.371490280777538,0.448009873495835,0.561555075593952,0.601666152422092,0.729404504782475,0.825053995680346,6965,0.0498205312275664,0.00933348387339581
"1644","95991",335.333333333333,40593,1797,3246,4801,4013,3470,1395,864,466,1818,3122,4480,3820,3600,1693,1097,911,0.0442687162811322,0.0799645259034809,0.118271623186264,0.0988594092577538,0.0854827186953416,0.0343655310028823,0.0212844579114626,0.0114798117902101,0.0447860468553692,0.076909812036558,0.110363855837213,0.0941048949326238,0.0886852412977607,0.0417066981991969,0.0270243638065676,0.0224422930061833,0.0890547631365014,0.156874337940039,0.228635479023477,0.192964304190378,0.174167959993102,0.0760722292020792,0.0483088217180302,0.0339221047963935,0.242504865370877,0.184342127953095,0.121277067474688,0.067129800704555,0.0327642697016727,0.0114798117902101,0.23205971472914,0.182790136230385,0.148399970438253,0.0911733550119479,0.049466656812751,0.0224422930061833,0.474564580100017,0.36713226418348,0.269677037912941,0.158303155716503,0.0822309265144237,0.0339221047963935,40593,20022,935,14134,0.493237750351046,0.0230335279481684,0.348188111250708,24749,6191,5713,9000,3845,11904,20904,0.250151521273587,0.230837609600388,0.363651056608348,0.155359812517677,0.480989130873975,0.844640187482323,40325,7875,19802,0.195288282703038,0.491060136391817,14290,3168,5102,6785,8243,9713,11059,12544,0.221693491952414,0.35703289013296,0.47480755773268,0.576836948915325,0.679706088173548,0.773897830650805,0.877816655003499,30044,0.0944614565304221,0.00826086599495808
"1645","95993",233.666666666667,36067,1207,2742,3781,3394,3596,1679,1069,491,1083,2590,3536,3478,3647,1863,1207,704,0.0334654947736158,0.076025175368065,0.104832672526132,0.0941026423045998,0.0997033299137716,0.0465522499792054,0.0296392824465578,0.0136135525549671,0.0300274489145202,0.0718107965730446,0.0980397593367899,0.0964316411123742,0.101117364904206,0.0516538664152827,0.0334654947736158,0.0195192281032523,0.063492943688136,0.14783597194111,0.202872431862922,0.190534283416974,0.200820694817978,0.098206116394488,0.0631047772201736,0.0331327806582194,0.214323342667813,0.193805972218371,0.15360301660798,0.0898050849807303,0.0432528350015249,0.0136135525549671,0.199878004824355,0.19754900601658,0.16935148473674,0.104638589292151,0.0529847228768681,0.0195192281032523,0.414201347492167,0.391354978234952,0.32295450134472,0.194443674272881,0.096237557878393,0.0331327806582194,36067,18046,624,6903,0.500346577203538,0.01730113400061,0.191393794881748,23170,4083,5746,7744,5597,9829,17573,0.176219249028917,0.247993094518774,0.334225291324989,0.24156236512732,0.424212343547691,0.75843763487268,35433,3292,11133,0.0929077413710383,0.314198628397257,11580,1408,2245,3405,4754,5657,6813,8501,0.121588946459413,0.193868739205527,0.294041450777202,0.410535405872193,0.488514680483592,0.588341968911917,0.734110535405872,28023,0.0897833922135389,0.00647868319146773
"1646","96001",359.333333333333,33865,956,2199,3298,2890,3790,1929,1075,598,940,2020,3023,2830,4164,2075,1145,933,0.0282297357153403,0.0649342979477336,0.0973866824154732,0.0853388454156209,0.111914956444707,0.0569614646390078,0.0317436881736306,0.017658349328215,0.0277572715192677,0.059648604754171,0.0892662040454747,0.0835671046803484,0.122958807027905,0.0612727004281707,0.0338107190314484,0.0275505684334859,0.055987007234608,0.124582902701905,0.186652886460948,0.168905950095969,0.234873763472612,0.118234165067179,0.065554407205079,0.0452089177617009,0.190550716078547,0.197253801860328,0.181426251291894,0.106363502140853,0.0494020375018456,0.017658349328215,0.176672080318913,0.206525911708253,0.206673556769526,0.122633987893105,0.0613612874649343,0.0275505684334859,0.367222796397461,0.403779713568581,0.38809980806142,0.228997490033958,0.11076332496678,0.0452089177617009,33865,28234,381,2492,0.833722131994685,0.0112505536689798,0.0735862985383139,23086,2449,5825,9043,5769,8274,17317,0.106081607900892,0.252317421814086,0.391709261023997,0.249891709261024,0.358399029714979,0.750108290738976,32908,5778,12130,0.175580405980309,0.36860337911754,13556,3063,4639,5966,6962,7921,9439,11144,0.225951608143995,0.342210091472411,0.440100324579522,0.513573325464739,0.584316907642372,0.696296842726468,0.822071407494836,26917,0.0717390496712115,0.0106107584034647
"1647","96002",366.666666666667,33298,1168,2308,3603,2869,3051,1566,1030,633,1092,2171,3457,2880,3393,1807,1260,1010,0.0350771818127215,0.0693134722806175,0.108204696978798,0.0861613310108715,0.0916271247522374,0.0470298516427413,0.0309327887560814,0.0190101507598054,0.0327947624481951,0.0651991110577212,0.103820049252207,0.086491681182053,0.101898011892606,0.0542675235749895,0.0378401105171482,0.0303321520812061,0.0678719442609166,0.134512583338339,0.212024746231005,0.172653012192925,0.193525136644844,0.101297375217731,0.0687728992732296,0.0493423028410115,0.212595351072136,0.177788455763109,0.157787254489759,0.0969727911586281,0.0499429395158868,0.0190101507598054,0.201813922758124,0.188389693074659,0.189170520751997,0.122439786173344,0.0681722625983543,0.0303321520812061,0.41440927383026,0.366178148837768,0.346957775241756,0.219412577331972,0.118115202114241,0.0493423028410115,33298,26067,346,3429,0.782839810198811,0.0103910144753439,0.102979157907382,22142,2414,5501,9470,4757,7915,17385,0.109023575106133,0.248441875169361,0.427693975250655,0.214840574473851,0.357465450275495,0.785159425526149,34242,6297,13640,0.18389696863501,0.398341218386776,12576,2444,4020,5679,6895,7984,9294,10846,0.194338422391858,0.319656488549618,0.451574427480916,0.548266539440204,0.634860050890585,0.739026717557252,0.862436386768448,26824,0.0639725618848792,0.0110116723727151
"1648","96003",470,44461,1257,2656,4823,3548,4572,2522,1338,841,1192,2537,4766,3611,4929,2696,1703,1470,0.0282719686916624,0.0597377476889859,0.108477092283125,0.0798002743977868,0.10283169519354,0.0567238703582915,0.0300937900632015,0.0189154539933875,0.0268100132700569,0.0570612446863543,0.107195069836486,0.0812172465756506,0.110861204201435,0.06063741256382,0.0383032320460628,0.0330626841501541,0.0550819819617193,0.11679899237534,0.21567216211961,0.161017520973437,0.213692899394975,0.117361282922112,0.0683970221092643,0.0519781381435415,0.196486808663773,0.182631969591327,0.175232225995817,0.10573311441488,0.0490092440565889,0.0189154539933875,0.191066327792897,0.192078450777086,0.207080362564945,0.132003328760037,0.0713659161962169,0.0330626841501541,0.38755313645667,0.374710420368413,0.382312588560761,0.237736443174917,0.120375160252806,0.0519781381435415,44461,37261,421,3337,0.838060322529858,0.00946897280762916,0.0750545421830368,29643,3244,7304,12761,6334,10548,23309,0.109435617177749,0.246398812535843,0.430489491616908,0.2136760786695,0.355834429713592,0.7863239213305,43127,8005,17638,0.185614580193382,0.408978134347393,17653,4089,6052,8112,9996,11386,13411,14933,0.231632017220869,0.342831246813573,0.459525293151306,0.566249362714553,0.644989520194868,0.759700900696765,0.845918540757945,36048,0.0739846870838882,0.010571062279301
"1649","96006",8,557,13,37,35,42,61,44,27,13,16,34,41,37,68,41,32,16,0.0233393177737881,0.066427289048474,0.0628366247755835,0.0754039497307002,0.10951526032316,0.0789946140035907,0.0484739676840215,0.0233393177737881,0.0287253141831239,0.0610412926391382,0.0736086175942549,0.066427289048474,0.122082585278276,0.0736086175942549,0.0574506283662478,0.0287253141831239,0.052064631956912,0.127468581687612,0.136445242369838,0.141831238779174,0.231597845601436,0.152603231597846,0.105924596050269,0.052064631956912,0.152603231597846,0.18491921005386,0.228007181328546,0.1508078994614,0.0718132854578097,0.0233393177737881,0.163375224416517,0.18850987432675,0.245960502692998,0.159784560143627,0.0861759425493716,0.0287253141831239,0.315978456014363,0.37342908438061,0.473967684021544,0.310592459605027,0.157989228007181,0.052064631956912,557,472,3,66,0.847396768402154,0.00538599640933573,0.118491921005386,459,73,139,198,49,212,410,0.159041394335512,0.302832244008715,0.431372549019608,0.106753812636166,0.461873638344227,0.893246187363834,615,30,138,0.0487804878048781,0.224390243902439,271,57,98,119,134,163,193,239,0.210332103321033,0.361623616236162,0.439114391143911,0.494464944649447,0.601476014760148,0.712177121771218,0.881918819188192,486,0,0.0143626570915619
"1650","96007",276.666666666667,22841,797,1513,2215,1941,2421,1278,681,350,687,1422,2102,1947,2712,1432,804,539,0.0348933934591305,0.0662405323759905,0.0969747384090014,0.0849787662536667,0.10599360798564,0.0559520161113787,0.029814806707237,0.0153233220962305,0.0300774922288867,0.0622564686309706,0.0920274944179327,0.0852414517753163,0.118733855785649,0.0626942778337201,0.0351998599010551,0.0235979160281949,0.0649708856880172,0.128497001006961,0.189002232826934,0.170220218028983,0.224727463771288,0.118646293945099,0.0650146666082921,0.0389212381244254,0.198108664244122,0.190972374239307,0.173153539687404,0.101090144914846,0.0451381288034675,0.0153233220962305,0.18436145527779,0.203975307560965,0.201173328663369,0.12149205376297,0.05879777592925,0.0235979160281949,0.382470119521912,0.394947681800271,0.374326868350773,0.222582198677816,0.103935904732717,0.0389212381244254,22841,18389,117,2377,0.805087342935949,0.00512236767216847,0.104067247493542,15598,2578,5087,6063,1870,7665,13728,0.165277599692268,0.326131555327606,0.388703679958969,0.119887165021157,0.491409155019874,0.880112834978843,22218,3998,9876,0.179944189395985,0.444504455846611,8844,2184,3426,4590,5528,6357,7267,8043,0.246947082767978,0.387381275440977,0.518995929443691,0.625056535504297,0.718792401628223,0.821687019448213,0.909430122116689,18136,0.0824327304808117,0.0121127212760679
"1651","96008",15.3333333333333,1231,28,85,91,99,182,86,37,14,28,79,87,106,172,77,40,20,0.0227457351746548,0.0690495532087734,0.073923639317628,0.0804224207961007,0.147847278635256,0.0698619008935824,0.0300568643379366,0.0113728675873274,0.0227457351746548,0.0641754670999188,0.0706742485783916,0.0861088545897644,0.139723801787165,0.0625507717303006,0.0324939073923639,0.016246953696182,0.0454914703493095,0.133225020308692,0.14459788789602,0.166531275385865,0.287571080422421,0.132412672623883,0.0625507717303006,0.0276198212835093,0.165718927701056,0.228269699431357,0.210398050365556,0.111291632818846,0.041429731925264,0.0113728675873274,0.157595450852965,0.225832656376929,0.203899268887084,0.111291632818846,0.0487408610885459,0.016246953696182,0.323314378554021,0.454102355808286,0.41429731925264,0.222583265637693,0.0901705930138099,0.0276198212835093,1231,1084,4,72,0.880584890333063,0.00324939073923639,0.0584890333062551,700,177,153,276,94,330,606,0.252857142857143,0.218571428571429,0.394285714285714,0.134285714285714,0.471428571428571,0.865714285714286,839,194,302,0.231227651966627,0.359952324195471,370,87,101,192,201,274,294,335,0.235135135135135,0.272972972972973,0.518918918918919,0.543243243243243,0.740540540540541,0.794594594594595,0.905405405405405,829,0.0217129071170084,0.0124559978337395
"1652","96009",4,569,10,47,43,49,75,37,27,7,14,34,37,53,72,32,18,14,0.0175746924428823,0.0826010544815466,0.0755711775043937,0.086115992970123,0.131810193321617,0.0650263620386643,0.0474516695957821,0.0123022847100176,0.0246045694200351,0.0597539543057996,0.0650263620386643,0.0931458699472759,0.126537785588752,0.0562390158172232,0.031634446397188,0.0246045694200351,0.0421792618629174,0.142355008787346,0.140597539543058,0.179261862917399,0.258347978910369,0.121265377855888,0.0790861159929701,0.0369068541300527,0.175746924428823,0.21792618629174,0.223198594024605,0.124780316344464,0.0597539543057996,0.0123022847100176,0.149384885764499,0.219683655536028,0.191564147627417,0.112478031634446,0.0562390158172232,0.0246045694200351,0.325131810193322,0.437609841827768,0.414762741652021,0.23725834797891,0.115992970123023,0.0369068541300527,569,469,1,81,0.824253075571178,0.00175746924428822,0.142355008787346,441,30,117,238,56,147,385,0.0680272108843537,0.26530612244898,0.53968253968254,0.126984126984127,0.333333333333333,0.873015873015873,585,32,202,0.0547008547008547,0.345299145299145,225,22,59,91,101,120,156,178,0.0977777777777778,0.262222222222222,0.404444444444444,0.448888888888889,0.533333333333333,0.693333333333333,0.791111111111111,509,0.0530451866404715,0.0070298769771529
"1653","96010",2.33333333333333,239,7,14,20,13,43,16,14,6,3,9,17,9,36,13,14,5,0.0292887029288703,0.0585774058577406,0.0836820083682008,0.0543933054393305,0.179916317991632,0.0669456066945607,0.0585774058577406,0.0251046025104603,0.0125523012552301,0.0376569037656904,0.0711297071129707,0.0376569037656904,0.150627615062762,0.0543933054393305,0.0585774058577406,0.0209205020920502,0.0418410041841004,0.096234309623431,0.154811715481172,0.0920502092050209,0.330543933054393,0.121338912133891,0.117154811715481,0.0460251046025105,0.171548117154812,0.234309623430962,0.280334728033473,0.150627615062762,0.0836820083682008,0.0251046025104603,0.121338912133891,0.188284518828452,0.225941422594142,0.133891213389121,0.0794979079497908,0.0209205020920502,0.292887029288703,0.422594142259414,0.506276150627615,0.284518828451883,0.163179916317992,0.0460251046025105,239,193,2,19,0.807531380753138,0.00836820083682008,0.0794979079497908,164,19,53,63,29,72,135,0.115853658536585,0.323170731707317,0.384146341463415,0.176829268292683,0.439024390243902,0.823170731707317,192,26,92,0.135416666666667,0.479166666666667,100,31,44,71,82,91,100,100,0.31,0.44,0.71,0.82,0.91,1,1,170,0.129411764705882,0.00976290097629009
"1654","96011",2.66666666666666,218,7,9,17,15,37,24,6,3,7,12,16,16,24,14,3,8,0.0321100917431193,0.0412844036697248,0.0779816513761468,0.0688073394495413,0.169724770642202,0.110091743119266,0.0275229357798165,0.0137614678899083,0.0321100917431193,0.055045871559633,0.073394495412844,0.073394495412844,0.110091743119266,0.0642201834862385,0.0137614678899083,0.036697247706422,0.0642201834862385,0.0963302752293578,0.151376146788991,0.142201834862385,0.279816513761468,0.174311926605505,0.0412844036697248,0.0504587155963303,0.151376146788991,0.238532110091743,0.261467889908257,0.151376146788991,0.0412844036697248,0.0137614678899083,0.160550458715596,0.18348623853211,0.192660550458716,0.114678899082569,0.0504587155963303,0.036697247706422,0.311926605504587,0.422018348623853,0.454128440366972,0.26605504587156,0.0917431192660551,0.0504587155963303,218,168,0,8,0.770642201834862,0,0.036697247706422,132,22,34,68,8,56,124,0.166666666666667,0.257575757575758,0.515151515151515,0.0606060606060606,0.424242424242424,0.939393939393939,181,115,133,0.635359116022099,0.734806629834254,91,54,57,65,70,82,85,85,0.593406593406593,0.626373626373626,0.714285714285714,0.769230769230769,0.901098901098901,0.934065934065934,0.934065934065934,159,0.0817610062893082,0.0122324159021407
"1655","96013",53,4212,150,290,308,346,476,282,150,62,136,255,322,343,499,314,162,117,0.0356125356125356,0.0688509021842355,0.0731244064577398,0.0821462488129155,0.11301044634378,0.066951566951567,0.0356125356125356,0.0147198480531814,0.0322886989553656,0.0605413105413105,0.0764482431149098,0.0814339981006648,0.118471035137702,0.0745489078822412,0.0384615384615385,0.0277777777777778,0.0679012345679012,0.129392212725546,0.14957264957265,0.16358024691358,0.231481481481481,0.141500474833808,0.0740740740740741,0.0424976258309592,0.177587844254511,0.195156695156695,0.197056030389364,0.117283950617284,0.050332383665717,0.0147198480531814,0.169278252611586,0.199905033238367,0.220560303893637,0.140788224121557,0.0662393162393162,0.0277777777777778,0.346866096866097,0.395061728395062,0.417616334283001,0.258072174738841,0.116571699905033,0.0424976258309592,4212,3388,14,419,0.804368471035138,0.00332383665716999,0.0994776828110161,2715,524,929,830,432,1453,2283,0.193001841620626,0.342173112338858,0.305709023941068,0.159116022099448,0.535174953959484,0.840883977900552,3565,702,1463,0.196914446002805,0.410378681626928,1625,584,761,914,1093,1158,1241,1468,0.359384615384615,0.468307692307692,0.562461538461538,0.672615384615385,0.712615384615385,0.763692307692308,0.903384615384615,2920,0.0578767123287671,0.0125830959164292
"1656","96014",2.66666666666667,211,7,8,15,16,25,28,12,1,3,8,15,9,34,15,14,1,0.033175355450237,0.037914691943128,0.0710900473933649,0.0758293838862559,0.118483412322275,0.132701421800948,0.0568720379146919,0.004739336492891,0.014218009478673,0.037914691943128,0.0710900473933649,0.042654028436019,0.161137440758294,0.0710900473933649,0.0663507109004739,0.004739336492891,0.04739336492891,0.0758293838862559,0.14218009478673,0.118483412322275,0.279620853080569,0.203791469194313,0.123222748815166,0.00947867298578199,0.14218009478673,0.194312796208531,0.293838862559242,0.194312796208531,0.0616113744075829,0.004739336492891,0.123222748815166,0.203791469194313,0.270142180094787,0.14218009478673,0.0710900473933649,0.004739336492891,0.265402843601896,0.398104265402844,0.563981042654028,0.336492890995261,0.132701421800948,0.00947867298578199,211,182,0,9,0.862559241706161,0,0.042654028436019,153,8,55,59,31,63,122,0.0522875816993464,0.359477124183007,0.38562091503268,0.202614379084967,0.411764705882353,0.797385620915033,210,0,122,0,0.580952380952381,104,22,71,83,92,95,95,95,0.211538461538462,0.682692307692308,0.798076923076923,0.884615384615385,0.913461538461538,0.913461538461538,0.913461538461538,210,0,0.0126382306477093
"1657","96015",2.66666666666666,465,13,23,50,27,41,31,29,9,12,37,43,39,52,35,20,4,0.0279569892473118,0.0494623655913978,0.10752688172043,0.0580645161290323,0.0881720430107527,0.0666666666666667,0.0623655913978495,0.0193548387096774,0.0258064516129032,0.0795698924731183,0.0924731182795699,0.0838709677419355,0.111827956989247,0.0752688172043011,0.043010752688172,0.00860215053763441,0.0537634408602151,0.129032258064516,0.2,0.141935483870968,0.2,0.141935483870968,0.105376344086022,0.0279569892473118,0.18494623655914,0.146236559139785,0.217204301075269,0.148387096774194,0.0817204301075269,0.0193548387096774,0.197849462365591,0.195698924731183,0.208602150537634,0.126881720430108,0.0516129032258065,0.00860215053763441,0.382795698924731,0.341935483870968,0.425806451612903,0.275268817204301,0.133333333333333,0.0279569892473118,465,399,2,38,0.858064516129032,0.0043010752688172,0.0817204301075269,492,58,131,242,61,189,431,0.117886178861789,0.266260162601626,0.491869918699187,0.123983739837398,0.384146341463415,0.876016260162602,497,181,326,0.364185110663984,0.655935613682093,98,0,43,43,81,81,81,81,0,0.438775510204082,0.438775510204082,0.826530612244898,0.826530612244898,0.826530612244898,0.826530612244898,562,0.154804270462633,0.0057347670250896
"1658","96016",6.66666666666666,366,10,17,20,23,36,43,28,14,9,12,15,19,32,53,23,12,0.0273224043715847,0.046448087431694,0.0546448087431694,0.0628415300546448,0.0983606557377049,0.117486338797814,0.0765027322404372,0.0382513661202186,0.0245901639344262,0.0327868852459016,0.040983606557377,0.0519125683060109,0.087431693989071,0.144808743169399,0.0628415300546448,0.0327868852459016,0.0519125683060109,0.0792349726775956,0.0956284153005464,0.114754098360656,0.185792349726776,0.262295081967213,0.139344262295082,0.0710382513661202,0.128415300546448,0.16120218579235,0.308743169398907,0.23224043715847,0.114754098360656,0.0382513661202186,0.0983606557377049,0.139344262295082,0.308743169398907,0.240437158469945,0.0956284153005464,0.0327868852459016,0.226775956284153,0.300546448087432,0.617486338797814,0.472677595628415,0.210382513661202,0.0710382513661202,366,340,0,13,0.92896174863388,0,0.0355191256830601,449,54,143,203,49,197,400,0.120267260579065,0.318485523385301,0.452115812917595,0.10913140311804,0.438752783964365,0.89086859688196,624,0,285,0,0.456730769230769,196,12,20,54,67,102,118,161,0.0612244897959184,0.102040816326531,0.275510204081633,0.341836734693878,0.520408163265306,0.602040816326531,0.821428571428571,449,0.0200445434298441,0.0182149362477231
"1659","96017",4.66666666666666,171,6,12,9,15,27,21,10,2,5,5,11,10,14,15,5,4,0.0350877192982456,0.0701754385964912,0.0526315789473684,0.087719298245614,0.157894736842105,0.12280701754386,0.0584795321637427,0.0116959064327485,0.0292397660818713,0.0292397660818713,0.064327485380117,0.0584795321637427,0.0818713450292398,0.087719298245614,0.0292397660818713,0.0233918128654971,0.064327485380117,0.0994152046783626,0.116959064327485,0.146198830409357,0.239766081871345,0.210526315789474,0.087719298245614,0.0350877192982456,0.157894736842105,0.245614035087719,0.315789473684211,0.192982456140351,0.0701754385964912,0.0116959064327485,0.12280701754386,0.140350877192982,0.204678362573099,0.140350877192982,0.0526315789473684,0.0233918128654971,0.280701754385965,0.385964912280702,0.52046783625731,0.333333333333333,0.12280701754386,0.0350877192982456,171,148,0,12,0.865497076023392,0,0.0701754385964912,149,14,39,76,20,53,129,0.0939597315436242,0.261744966442953,0.51006711409396,0.134228187919463,0.355704697986577,0.865771812080537,200,54,95,0.27,0.475,88,25,35,51,66,69,73,74,0.284090909090909,0.397727272727273,0.579545454545455,0.75,0.784090909090909,0.829545454545455,0.840909090909091,157,0.0254777070063694,0.0272904483430799
"1660","96019",92,10082,347,735,980,929,1105,525,256,152,318,647,928,928,1124,557,312,239,0.0344177742511406,0.0729022019440587,0.0972029359254116,0.0921444157905178,0.109601269589367,0.0520730013886134,0.025391787343781,0.01507637373537,0.031541360841103,0.064173775044634,0.0920452291212061,0.0920452291212061,0.111485816306288,0.055246974806586,0.0309462408252331,0.023705613965483,0.0659591350922436,0.137075976988693,0.189248165046618,0.184189644911724,0.221087085895656,0.107319976195199,0.0563380281690141,0.038781987700853,0.204522912120611,0.201745685379885,0.165641737750446,0.0925411624677643,0.040468161079151,0.01507637373537,0.187760365006943,0.203531045427495,0.182999404879984,0.109898829597302,0.0546518547907161,0.023705613965483,0.392283277127554,0.40527673080738,0.34864114263043,0.202439992065066,0.0951200158698671,0.038781987700853,10082,8221,56,862,0.81541360841103,0.00555445348145209,0.0854989089466376,6997,1052,2066,3106,773,3118,6224,0.150350150064313,0.295269401171931,0.443904530513077,0.110475918250679,0.445619551236244,0.889524081749321,10009,1476,3646,0.147467279448496,0.364272155060446,3883,886,1331,1788,2232,2635,3020,3412,0.228174092196755,0.342776203966006,0.460468709760494,0.574813288694308,0.678599021375225,0.777749163018285,0.8787020345094,7836,0.0599795814190914,0.0091251735766713
"1661","96020",22,2416,57,143,193,185,300,225,88,32,55,115,183,177,304,212,82,65,0.0235927152317881,0.0591887417218543,0.0798841059602649,0.0765728476821192,0.124172185430464,0.0931291390728477,0.0364238410596026,0.0132450331125828,0.0227649006622517,0.0475993377483444,0.0757450331125828,0.0732615894039735,0.125827814569536,0.0877483443708609,0.0339403973509934,0.0269039735099338,0.0463576158940397,0.106788079470199,0.155629139072848,0.149834437086093,0.25,0.180877483443709,0.070364238410596,0.0401490066225166,0.162665562913907,0.200745033112583,0.225165562913907,0.142798013245033,0.0496688741721854,0.0132450331125828,0.146109271523179,0.19908940397351,0.23385761589404,0.148592715231788,0.0608443708609272,0.0269039735099338,0.308774834437086,0.399834437086093,0.459023178807947,0.291390728476821,0.110513245033113,0.0401490066225166,2416,2080,8,189,0.860927152317881,0.0033112582781457,0.0782284768211921,1532,137,623,499,273,760,1259,0.0894255874673629,0.406657963446475,0.325718015665796,0.178198433420366,0.496083550913838,0.821801566579634,1980,204,942,0.103030303030303,0.475757575757576,1048,337,468,487,670,711,768,913,0.321564885496183,0.446564885496183,0.46469465648855,0.639312977099237,0.678435114503817,0.732824427480916,0.87118320610687,1672,0.0980861244019139,0.00910596026490066
"1662","96021",155.333333333333,16097,702,1225,1727,1357,1558,777,478,188,630,1239,1646,1342,1576,836,534,282,0.0436106106727962,0.0761011368577996,0.107287072125241,0.0843014226253339,0.0967882214077157,0.0482698639498043,0.0296949742187985,0.0116791948810337,0.0391377275268684,0.0769708641361744,0.102255078586072,0.0833695719699323,0.0979064421941977,0.051935143194384,0.0331738833322979,0.0175187923215506,0.0827483381996645,0.153072000993974,0.209542150711313,0.167670994595266,0.194694663601913,0.100205007144188,0.0628688575510965,0.0291979872025843,0.226998819655837,0.18108964403305,0.152388643846679,0.0896440330496366,0.0413741690998323,0.0116791948810337,0.218363670249115,0.18127601416413,0.166552773808784,0.102627818848233,0.0506926756538485,0.0175187923215506,0.445362489904951,0.36236565819718,0.318941417655464,0.192271851897869,0.0920668447536808,0.0291979872025843,16097,9322,79,5874,0.579114120643598,0.00490774678511524,0.364912716655277,9548,2761,2878,3164,745,5639,8803,0.289170506912442,0.301424382069543,0.331378299120235,0.0780268118977796,0.590594888981986,0.92197318810222,15382,3125,7998,0.203159537121311,0.519958392926798,5267,1210,1970,2744,3521,4068,4455,4888,0.22973229542434,0.374026960318967,0.520979684830074,0.668501993544712,0.772356179988608,0.845832542244162,0.928042528953864,11500,0.062695652173913,0.00964983123149242
